X.ZTIME,LON,LAT,WSR_ID,CELL_ID,RANGE,AZIMUTH,SEVPROB,PROB,MAXSIZE 
20150711060335,-77.92842,39.68441,KPBZ,C8,117,115,100,100,3.75
20150711060858,-77.88979,39.66953,KPBZ,C8,119,115,90,100,3
20150711061946,-77.75292,39.69737,KPBZ,D9,124,113,100,100,4
20150711062509,-80.98077,38.68913,KPBZ,U8,116,198,90,100,3.25
20150711065346,-98.27458,41.96492,KLNX,H1,103,89,90,100,2.25
20150711065725,-78.84494,38.99338,KPBZ,J1,112,145,100,100,4
20150711070205,-98.07846,41.86565,KLNX,A2,112,92,100,100,2.75
20150711070247,-78.84494,38.99338,KPBZ,J1,112,145,100,100,4
20150711070808,-78.79826,38.99825,KPBZ,J1,113,144,100,100,4
20150711071331,-78.79826,38.99825,KPBZ,J1,113,144,100,100,4
20150711071852,-78.76397,39.01739,KPBZ,J1,113,143,100,100,3.75
20150711072413,-78.75138,39.0039,KPBZ,J1,114,143,100,100,3.75
20150711072935,-78.70433,39.01034,KPBZ,J1,115,142,100,100,4
20150711073458,-78.69147,38.99702,KPBZ,J1,116,142,100,100,4
20150711075058,-97.90816,41.78738,KLNX,Y3,120,94,100,100,2.75
20150711075458,-97.88599,41.7857,KLNX,Y3,121,94,90,100,2.25
20150711075630,-78.81055,39.0119,KPBZ,T2,112,144,90,100,3.5
20150711080153,-78.79826,38.99825,KPBZ,T2,113,144,100,100,4
20150711080717,-80.13269,38.61479,KPBZ,D1,115,178,100,100,3.75
20150711080717,-78.83296,38.97957,KPBZ,T2,113,145,100,100,4
20150711081238,-80.09007,38.61621,KPBZ,D1,115,177,90,100,3.75
20150711081238,-78.71721,39.02366,KPBZ,Z2,114,142,100,100,4
20150711081800,-80.08682,38.56621,KPBZ,D1,118,177,90,100,3.5
20150711081800,-78.70433,39.01034,KPBZ,Z2,115,142,100,100,4
20150711082323,-78.70433,39.01034,KPBZ,Z2,115,142,100,100,4
20150711082848,-78.65713,39.01758,KPBZ,Z2,116,141,100,100,4
20150711083411,-78.64397,39.00443,KPBZ,Z2,117,141,100,100,4
20150711084453,-79.90495,38.52813,KPBZ,L3,121,173,100,100,4
20150711092743,-78.66574,38.97037,KPBZ,N4,118,142,100,100,4
20150711093303,-78.60453,38.96496,KPBZ,N4,120,141,100,100,4
20150711095435,-78.94973,38.80583,KPBZ,J4,119,150,100,100,4
20150711095957,-78.93934,38.79126,KPBZ,J4,120,150,100,100,4
20150711102129,-79.31814,38.69079,KPBZ,C5,118,159,90,90,3.75
20150711102650,-79.31072,38.67515,KPBZ,C5,119,159,90,90,3.25
20150711143209,-104.96687,49.52733,KGGW,H3,103,39,90,100,2.25
20150711173528,-76.06312,35.84821,KRAX,W0,119,84,90,100,2.5
20150711173926,-76.07341,35.86073,KMHX,F0,76,31,90,100,2.5
20150711174011,-76.08356,35.84687,KRAX,W0,118,84,90,100,2.5
20150711180114,-76.69144,35.34015,KMHX,C0,35,15,90,100,2.25
20150711180524,-76.69981,35.34541,KLTX,A0,118,46,90,100,2.25
20150711193650,-90.54529,39.71083,KLSX,D3,61,6,90,100,3.5
20150711200658,-107.889,33.95028,KHDX,J0,103,301,100,100,3
20150711200944,-90.33391,39.56272,KSTL,A0,46,9,90,100,2.75
20150711200944,-90.33391,39.56272,KSTL,A0,46,9,90,100,2.75
20150711201048,-107.85352,33.96751,KHDX,J0,102,302,100,100,3.75
20150711201424,-107.83636,33.9589,KHDX,J0,101,302,90,100,2.5
20150711201543,-90.304,39.54165,KSTL,A0,45,11,90,100,2.5
20150711201543,-90.304,39.54165,KSTL,A0,45,11,90,100,2.5
20150711202143,-90.27091,39.53615,KSTL,A0,45,13,90,100,2.5
20150711202143,-90.27091,39.53615,KSTL,A0,45,13,90,100,2.5
20150711202631,-82.44617,27.95255,KTBW,I3,15,351,90,90,2.25
20150711204651,-107.19485,34.81304,KHDX,M0,117,333,90,100,2.5
20150711205028,-107.18548,34.79824,KHDX,M0,116,333,100,100,3
20150711205404,-107.13996,34.79868,KHDX,M0,115,334,100,100,3
20150711205740,-107.13996,34.79868,KHDX,M0,115,334,90,100,2.75
20150711213256,-102.08135,39.85937,KFTG,D0,114,87,90,100,2.25
20150711213701,-102.05902,39.82632,KFTG,D0,115,88,100,100,2.75
20150711213747,-102.05708,39.8431,KGLD,C0,33,330,90,100,3.25
20150711214106,-102.03738,39.82643,KFTG,D0,116,88,100,100,2.75
20150711214626,-90.17984,39.4629,KSTL,B0,42,20,90,100,2.5
20150711214626,-90.24372,39.42683,KSTL,F0,39,17,90,100,2.5
20150711214626,-90.17984,39.4629,KSTL,B0,42,20,90,100,2.5
20150711214626,-90.24372,39.42683,KSTL,F0,39,17,90,100,2.5
20150711215826,-90.15284,39.41867,KSTL,B0,40,23,100,100,2.75
20150711215826,-90.15284,39.41867,KSTL,B0,40,23,100,100,2.75
20150711221942,-81.78449,28.087,KTBW,H4,40,55,90,100,2.25
20150711230707,-100.83538,47.27727,KMBX,H2,67,179,90,100,2.5
20150711232517,-93.65454,45.74332,KDLH,A0,89,223,90,100,2.25
20150712000924,-93.44714,45.90424,KDLH,A0,76,223,90,100,2.25
20150712000924,-93.44714,45.90424,KDLH,A0,76,223,90,100,2.25
20150712002741,-100.70856,47.18167,KMBX,G6,73,175,90,100,2.25
20150712010612,-107.00473,33.67278,KHDX,F0,57,309,100,100,3
20150712010948,-106.97681,33.67506,KHDX,F0,56,310,90,100,2.75
20150712152237,-93.07253,46.11908,KDLH,L8,56,220,100,100,3
20150712152722,-93.03582,46.09886,KDLH,L8,56,218,100,100,3.25
20150712153207,-92.99815,46.07953,KDLH,L8,56,216,90,100,2.25
20150712153646,-92.9925,46.05647,KDLH,L8,57,215,100,100,2.75
20150712154120,-92.97275,46.04721,KDLH,L8,57,214,100,100,3
20150712154600,-92.93258,46.02942,KDLH,L8,57,212,100,100,2.5
20150712155519,-92.89359,45.97529,KDLH,L8,59,209,90,100,2.5
20150712160004,-92.86062,45.94453,KDLH,L8,60,207,100,100,3
20150712160449,-92.81549,45.92948,KDLH,L8,60,205,100,100,2.75
20150712160934,-92.79266,45.92236,KDLH,L8,60,204,90,100,2.25
20150712161413,-92.77883,45.90014,KDLH,L8,61,203,90,100,2.25
20150712161853,-92.73159,45.88708,KDLH,L8,61,201,90,100,2.25
20150712204500,-97.36894,47.80957,KMVX,V4,17,354,90,100,2.25
20150712204954,-97.31679,47.84439,KMVX,V4,19,1,90,100,2.25
20150712210458,-98.32794,48.0344,KMBX,U2,104,101,90,100,2.25
20150712220841,-96.36634,46.13172,KABR,Y6,95,64,90,100,2.25
20150712221025,-96.3481,46.13127,KMVX,S7,93,154,90,100,2
20150712221314,-96.23161,46.20695,KABR,Z6,102,63,90,100,2.25
20150712222307,-81.01554,25.92873,KBYX,L9,88,25,90,100,2.5
20150712222801,-81.03371,25.95474,KBYX,L9,89,24,100,100,3
20150712223007,-96.18796,46.20855,KMVX,S7,92,149,90,100,2.25
20150712223257,-81.02611,25.96998,KBYX,L9,90,24,90,100,2.25
20150712223456,-96.16657,46.22841,KABR,Y6,105,63,90,100,2.25
20150712223507,-96.1424,46.20793,KMVX,S7,93,148,90,100,2.25
20150712223915,-96.10433,46.21446,KABR,Y6,107,64,100,100,2.5
20150712224007,-96.10922,46.22211,KMVX,S7,93,147,100,100,3
20150712224457,-96.0764,46.23668,KMVX,S7,93,146,90,100,2.25
20150712224457,-97.39706,48.44271,KMVX,M9,55,357,90,100,2.25
20150712224945,-96.07099,46.17976,KMVX,N0,96,147,90,100,2.25
20150712225147,-96.06419,46.19261,KABR,Y6,108,65,90,100,2.25
20150712230830,-96.03877,46.00111,KABR,X8,105,71,90,100,2.25
20150712230926,-96.05826,45.99151,KMVX,G2,106,150,90,100,2.25
20150712232640,-100.78213,48.90635,KMBX,V0,31,6,90,100,2.25
20150712233322,-95.89894,45.96441,KABR,R9,110,73,100,100,2.5
20150712233446,-95.89422,45.96301,KMPX,I6,119,305,90,100,3.25
20150712233530,-95.8807,45.96778,KMVX,N0,111,147,100,100,3
20150712233727,-95.87588,45.96878,KABR,R9,111,73,100,100,3
20150712233854,-95.87427,45.95384,KMPX,I6,118,305,90,100,3.5
20150712234019,-95.86807,45.95364,KMVX,N0,112,147,100,100,3.75
20150712234131,-95.8873,45.93348,KABR,R9,110,74,100,100,3.25
20150712234310,-95.87427,45.95384,KMPX,I6,118,305,90,100,3.25
20150712234507,-95.82865,45.9711,KMVX,N0,112,146,100,100,3
20150712234542,-95.84099,45.94164,KABR,R9,112,74,90,100,2.5
20150712235013,-95.82865,45.9711,KMVX,N0,112,146,90,100,2.25
20150712235520,-95.80271,45.94311,KMVX,N0,114,146,90,100,2.25
20150713000520,-95.84282,45.92535,KMVX,D7,114,147,90,100,2.25
20150713001303,-99.32305,49.86014,KMBX,A0,107,34,90,100,2.25
20150713002158,-98.50278,39.42161,KUEX,J0,54,183,90,100,2.75
20150713003111,-81.47906,32.8892,KCAE,U2,66,196,90,100,2.25
20150713003533,-81.47906,32.8892,KCAE,U2,66,196,100,100,3
20150713012115,-103.26005,44.24905,KUDX,E2,20,292,90,100,3
20150713012619,-103.16623,44.23719,KUDX,E2,16,295,90,100,3
20150713015236,-99.34588,47.97117,KMBX,C5,66,112,90,100,2
20150713020324,-99.24941,47.6458,KMBX,C4,79,124,90,100,2.25
20150713020421,-99.26223,47.64922,KMVX,G1,79,276,90,100,2.25
20150713020849,-99.20914,47.62659,KMBX,C4,81,124,90,100,2.25
20150713021939,-99.12869,47.64723,KMBX,C4,83,122,90,100,2
20150713030318,-98.8384,47.41006,KMVX,G1,62,264,90,100,2
20150713030435,-98.83355,47.40992,KMBX,C4,101,125,90,100,2.25
20150713030454,-98.81575,47.40223,KABR,G3,118,352,90,100,2.25
20150713030751,-98.81404,47.41212,KMVX,G1,61,264,90,100,2.25
20150713030913,-98.79412,47.39009,KMBX,C4,103,125,90,100,2.25
20150713031206,-98.78247,47.37964,KMVX,G1,60,262,90,100,2.5
20150713031330,-98.75643,47.35727,KABR,G3,115,353,90,100,2.25
20150713031339,-98.75473,47.37024,KMBX,C4,105,125,90,100,2.25
20150713031633,-98.74943,47.34849,KMVX,G1,59,260,90,100,2.5
20150713031747,-98.75334,47.34074,KABR,G3,114,353,90,100,2.25
20150713031803,-98.74296,47.32557,KMBX,C4,107,126,90,100,2.25
20150713033019,-98.65571,47.29461,KMVX,G1,56,256,90,100,2.25
20150713033156,-98.67553,47.24911,KMBX,C4,112,127,90,100,2
20150713033455,-98.63536,47.24778,KMVX,G1,56,253,90,100,2
20150713033634,-98.63733,47.2283,KMBX,C4,114,127,90,100,2
20150713040921,-98.32785,47.12105,KABR,G3,100,2,90,100,2.25
20150713040950,-98.32913,47.11181,KMVX,G1,48,239,100,100,2.75
20150713041257,-98.30132,47.10147,KBIS,C7,103,78,90,100,3
20150713041339,-98.28662,47.1031,KABR,G3,99,3,100,100,3
20150713041457,-98.25542,47.09576,KMVX,G1,46,236,90,100,2.5
20150713041624,-98.25328,47.10736,KBIS,C7,105,78,90,100,3
20150713041758,-98.24632,47.08467,KABR,G3,98,4,90,100,2
20150713042003,-98.20145,47.07356,KMVX,G1,45,233,90,100,2.25
20150713061536,-90.78016,44.36746,KGRB,G1,115,267,90,100,2.25
20150713072939,-90.5034,43.76829,KMKX,K1,98,300,90,100,2.25
20150713072939,-88.66622,43.44397,KMKX,W1,29,350,90,100,2.25
20150713130202,-88.50792,41.10079,KMKX,R6,112,179,90,100,2.25
20150713130641,-88.46337,41.06828,KMKX,R6,114,178,100,100,2.75
20150713130702,-88.42156,41.08798,KMDW,I6,46,223,90,100,2.5
20150713130702,-88.42156,41.08798,KMDW,I6,46,223,90,100,2.5
20150713131138,-88.41846,41.05302,KMKX,R6,115,177,100,100,2.75
20150713131616,-88.37136,41.02171,KMKX,R6,117,176,100,100,2.75
20150713132042,-88.36839,40.98842,KMKX,R6,119,176,100,100,2.5
20150713132507,-88.36541,40.95513,KMKX,R6,121,176,100,100,2.5
20150713140203,-89.77257,41.14881,KMKX,Y4,122,207,90,100,2
20150713140614,-89.77257,41.14881,KMKX,Y4,122,207,90,100,2
20150713141012,-89.73025,41.13341,KMKX,Y4,122,206,90,100,2
20150713150126,-87.41944,40.16378,KVWX,C0,115,7,100,100,3
20150713150327,-87.40108,40.16024,KLOT,O4,92,160,90,100,3
20150713151558,-87.35026,40.05018,KLOT,O4,99,160,100,100,3.75
20150713151615,-87.35402,40.05539,KVWX,C0,109,9,100,100,2.75
20150713153106,-87.27852,39.87459,KVWX,C0,99,12,90,100,2.25
20150713153603,-87.23707,39.88444,KVWX,C0,100,13,100,100,2.75
20150713153858,-87.24913,39.82997,KLOT,O4,113,160,90,100,3.25
20150713154059,-87.21644,39.82899,KVWX,C0,97,14,90,100,2.25
20150713155550,-87.18232,39.718,KVWX,C0,91,16,90,100,2.75
20150713155616,-87.18617,39.70978,KIWX,J8,120,215,90,100,2.25
20150713155808,-87.18447,39.68835,KLOT,O4,122,160,100,100,3.75
20150713160435,-87.14406,39.63886,KVWX,C0,87,18,90,100,2.25
20150713183532,-78.18691,34.21207,KLTX,E5,18,42,100,100,3.25
20150713183745,-78.1795,34.20148,KRAX,A8,89,170,100,100,3
20150713183746,-78.20117,34.20794,KMHX,U9,74,243,100,100,2.5
20150713184046,-78.24761,34.18885,KLTX,E5,15,37,100,100,3.25
20150713184314,-78.21896,34.20017,KMHX,U9,75,243,90,100,2.25
20150713184345,-78.27212,34.19019,KRAX,A8,89,173,90,100,2.5
20150713193402,-95.10157,40.44265,KOAX,O6,78,132,90,100,2.5
20150713193628,-95.05595,40.4661,KDMX,M4,97,219,90,100,2.5
20150713193747,-95.06528,40.4483,KOAX,O6,79,131,100,100,3.25
20150713194026,-95.0135,40.46216,KDMX,M4,96,218,90,100,2.5
20150713194117,-95.01237,40.44373,KOAX,O6,81,130,90,100,2.75
20150713194345,-78.55994,33.99661,KRAX,W9,100,182,90,100,2.25
20150713194437,-94.97127,40.45894,KDMX,M4,95,217,90,100,2.25
20150713194447,-94.97562,40.45098,KOAX,O6,82,129,90,100,2.5
20150713195628,-86.11572,38.24898,KVWX,Q6,76,90,90,100,2.5
20150713195643,-86.11498,38.25122,KOHX,G1,122,10,90,100,2.5
20150713200508,-86.05611,38.17917,KVWX,Q6,79,93,90,100,2.5
20150713200555,-86.08729,38.17909,KOHX,G1,118,11,90,100,2.75
20150713210203,-85.53341,37.70095,KSDF,M3,21,170,90,90,2.25
20150713210203,-85.53341,37.70095,KSDF,M3,21,170,90,90,2.25
20150713210215,-85.5564,37.66314,KJKL,J6,107,273,90,100,2.5
20150713210226,-85.54111,37.64207,KVWX,W8,110,109,100,100,3
20150713210319,-85.53469,37.65892,KOHX,M2,98,30,90,100,2.75
20150713210627,-85.52143,37.63626,KVWX,W8,111,109,100,100,2.75
20150713210741,-85.53619,37.6318,KJKL,J6,106,272,100,100,2.5
20150713210755,-85.52596,37.61575,KOHX,M2,96,31,100,100,2.75
20150713211027,-85.51637,37.59998,KVWX,W8,112,110,100,100,3
20150713211231,-85.4962,37.60088,KOHX,M2,96,32,100,100,3
20150713211248,-85.49434,37.60114,KJKL,J6,104,271,100,100,2.5
20150713211403,-85.66702,37.6146,KSDF,U4,26,186,90,90,2.5
20150713211403,-85.66702,37.6146,KSDF,U4,26,186,90,90,2.5
20150713211403,-85.49225,37.60533,KSDF,M3,27,168,90,100,2.5
20150713211403,-85.49225,37.60533,KSDF,M3,27,168,90,100,2.5
20150713211403,-85.57486,37.64657,KSDF,T1,24,176,90,90,2.75
20150713211403,-85.57486,37.64657,KSDF,T1,24,176,90,90,2.75
20150713211428,-85.49684,37.5939,KVWX,W8,113,110,100,100,2.75
20150713212602,-85.49719,37.53661,KSDF,M3,31,170,90,100,2.75
20150713212602,-85.56614,37.54671,KSDF,U4,30,176,90,100,2.75
20150713212602,-85.49719,37.53661,KSDF,M3,31,170,90,100,2.75
20150713212602,-85.56614,37.54671,KSDF,U4,30,176,90,100,2.75
20150713212619,-85.56397,37.51654,KOHX,U2,90,32,90,100,2.25
20150713212849,-90.88308,43.75437,KARX,M0,14,107,90,90,2.25
20150713212917,-90.92706,43.74669,KMKX,D0,114,295,90,100,2.25
20150713212917,-90.86626,41.90527,KMKX,C0,121,239,100,100,2.75
20150713213030,-85.54502,37.50295,KVWX,C9,113,113,90,100,2.25
20150713213300,-85.52246,37.47631,KLVX,F2,36,146,90,100,3.5
20150713213327,-90.90596,43.74007,KMKX,D0,113,295,100,100,2.5
20150713213327,-90.84054,41.87576,KMKX,C0,121,238,100,100,3
20150713213430,-85.52453,37.4588,KVWX,C9,115,114,100,100,3.25
20150713213458,-85.52107,37.47379,KOHX,U2,89,34,100,100,2.75
20150713213502,-83.17188,36.65073,KMRX,B5,31,21,90,100,2.5
20150713213511,-85.52323,37.48295,KSDF,M3,34,173,100,100,3
20150713213511,-85.52323,37.48295,KSDF,M3,34,173,100,100,3
20150713213559,-85.52992,37.4776,KJKL,M5,106,267,100,100,2.5
20150713213724,-90.86377,43.72683,KMKX,D0,111,295,90,100,2.25
20150713213724,-90.84054,41.87576,KMKX,C0,121,238,100,100,2.75
20150713213802,-85.50512,37.51865,KSDF,X5,32,171,90,100,2.5
20150713213802,-85.50512,37.51865,KSDF,X5,32,171,90,100,2.5
20150713213802,-85.50801,37.46771,KSDF,M3,35,172,90,100,2.75
20150713213802,-85.50801,37.46771,KSDF,M3,35,172,90,100,2.75
20150713213829,-85.50562,37.45165,KVWX,C9,116,114,100,100,3
20150713213909,-85.49448,37.45887,KOHX,U2,89,35,90,100,2.5
20150713213910,-90.81314,43.70036,KARX,M0,18,114,100,100,2.75
20150713214111,-85.47914,37.45444,KSDF,M3,36,170,90,100,2.5
20150713214111,-85.47914,37.45444,KSDF,M3,36,170,90,100,2.5
20150713214123,-90.84268,43.7202,KMKX,D0,110,295,100,100,2.5
20150713214123,-90.7958,41.85604,KMKX,C0,120,237,100,100,3.5
20150713214125,-85.5058,37.4484,KJKL,M5,105,266,90,100,2.5
20150713214230,-85.48671,37.4445,KVWX,C9,117,114,90,100,2.25
20150713214420,-90.76919,41.82972,KARX,L0,121,171,90,100,2.5
20150713214520,-90.8174,43.678,KMKX,D0,108,294,90,100,2.25
20150713214520,-90.75085,41.83712,KMKX,C0,119,236,100,100,2.75
20150713214703,-85.48662,37.40643,KVWX,C9,118,115,90,100,2.5
20150713214731,-85.46788,37.40151,KOHX,U2,87,37,90,100,2.5
20150713214918,-90.72364,41.8091,KMKX,C0,119,235,90,100,2.25
20150713215001,-85.47193,37.42157,KSDF,M3,38,170,90,100,2.75
20150713215001,-85.47193,37.42157,KSDF,M3,38,170,90,100,2.75
20150713215143,-85.49342,37.37508,KOHX,U2,85,37,100,100,3.5
20150713215157,-85.48752,37.3681,KVWX,C9,119,116,100,100,2.75
20150713215218,-85.47659,37.38975,KJKL,M5,104,264,90,100,2.5
20150713215310,-85.46113,37.37226,KSDF,M3,41,170,90,100,2.5
20150713215310,-85.46113,37.37226,KSDF,M3,41,170,90,100,2.5
20150713215315,-90.73253,43.65251,KMKX,D0,104,294,90,100,2.25
20150713215317,-85.4822,37.35667,KMRX,Z4,123,306,100,100,3.25
20150713215334,-85.47023,37.36802,KHPX,D2,95,66,90,100,3.5
20150713215441,-90.70011,43.64035,KARX,M0,24,117,90,100,2.25
20150713215554,-85.46902,37.35979,KOHX,U2,85,38,100,100,3.75
20150713215601,-85.46113,37.37226,KSDF,M3,41,170,90,100,2.5
20150713215601,-85.46113,37.37226,KSDF,M3,41,170,90,100,2.5
20150713215653,-85.46896,37.36042,KVWX,C9,120,116,100,100,3.75
20150713215714,-90.67813,41.79157,KMKX,C0,118,234,90,100,2.25
20150713215731,-85.46562,37.32982,KJKL,M5,104,262,100,100,3
20150713215749,-85.49009,37.31779,KMRX,Z4,122,305,100,100,3.25
20150713215910,-85.45753,37.35582,KSDF,M3,42,170,90,100,2.5
20150713215910,-85.45753,37.35582,KSDF,M3,42,170,90,100,2.5
20150713220005,-85.45831,37.33131,KOHX,U2,84,39,100,100,3.25
20150713220147,-85.47105,37.3216,KVWX,C9,121,117,100,100,2.75
20150713220231,-85.47272,37.30851,KMRX,Z4,121,305,100,100,3
20150713220257,-85.45915,37.29998,KJKL,M5,104,261,100,100,3
20150713220417,-85.44852,37.30287,KOHX,U2,83,40,100,100,3
20150713220510,-85.57056,37.4462,KSDF,D6,36,177,90,100,2.5
20150713220510,-85.57056,37.4462,KSDF,D6,36,177,90,100,2.5
20150713220510,-85.45753,37.35582,KSDF,M3,42,170,100,100,3
20150713220510,-85.45753,37.35582,KSDF,M3,42,170,100,100,3
20150713220643,-85.45267,37.31367,KVWX,C9,122,117,100,100,3
20150713220714,-85.438,37.28995,KMRX,Z4,119,305,90,100,2.5
20150713220801,-85.42313,37.34412,KSDF,M3,43,168,90,100,2.5
20150713220801,-85.42313,37.34412,KSDF,M3,43,168,90,100,2.5
20150713220816,-85.43156,37.2735,KJKL,M5,103,260,90,100,2.5
20150713220828,-85.43962,37.2745,KOHX,U2,82,41,100,100,2.75
20150713221138,-85.45598,37.27437,KVWX,C9,123,118,100,100,3.25
20150713221156,-85.5027,37.24046,KMRX,Z4,120,303,90,100,2.5
20150713221239,-85.4535,37.26203,KOHX,U2,81,41,100,100,3.25
20150713221343,-85.44429,37.24059,KJKL,M5,104,259,100,100,3
20150713221531,-90.81173,43.55609,KARX,Z1,23,134,100,100,3
20150713221629,-90.85605,43.555,KMKX,U0,107,290,100,100,2.75
20150713221639,-85.46722,37.22289,KMRX,Z4,118,303,100,100,2.75
20150713221651,-85.44577,37.23392,KOHX,U2,80,42,100,100,2.75
20150713221855,-85.4359,37.21105,KJKL,M5,104,258,100,100,2.75
20150713222048,-90.77199,43.53807,KARX,Z1,25,133,90,100,2.5
20150713222053,-90.81256,43.54445,KMKX,U0,105,290,100,100,2.75
20150713222122,-85.45368,37.17643,KMRX,Z4,116,302,90,100,2.25
20150713222400,-85.43732,37.14796,KJKL,M5,105,256,90,100,2.5
20150713222525,-85.42786,37.15024,KOHX,U2,77,45,100,100,3.25
20150713222559,-85.45688,37.13897,KMRX,Z4,115,301,100,100,3
20150713222859,-85.42693,37.11854,KJKL,M5,105,255,100,100,4
20150713222919,-85.42327,37.11906,KLVX,F2,57,154,100,100,4
20150713222948,-85.42363,37.12261,KOHX,U2,76,46,100,100,4
20150713223016,-88.84975,41.36608,KMKX,K0,97,188,100,100,4
20150713223036,-85.44082,37.09369,KMRX,Z4,113,300,100,100,4
20150713223113,-88.81299,41.35756,KLOT,A5,36,246,100,100,3.75
20150713223344,-85.4159,37.08926,KJKL,M5,105,254,100,100,3.5
20150713223413,-85.40206,37.07887,KOHX,U2,75,48,100,100,3
20150713223508,-88.77536,41.35937,KMKX,K0,97,186,100,100,2.75
20150713223517,-85.42256,37.08565,KMRX,Z4,112,300,100,100,3.5
20150713223947,-88.73994,41.34011,KMKX,K0,98,185,100,100,2.75
20150713224129,-91.21014,44.60614,KARX,C1,47,359,90,100,2.5
20150713224149,-88.73639,41.31871,KLOT,A5,34,240,90,100,3.25
20150713224215,-88.73448,41.33166,KILX,W7,76,21,90,100,2.75
20150713224438,-88.74182,41.32349,KMKX,K0,99,185,100,100,3.5
20150713224652,-88.71568,41.30799,KILX,W7,75,22,90,100,2.5
20150713224943,-90.20401,41.47425,KMKX,C0,116,220,90,100,2.25
20150713224943,-88.70672,41.28801,KMKX,K0,101,184,100,100,2.75
20150713225448,-90.15523,41.46644,KMKX,C0,115,219,100,100,3
20150713225650,-90.14243,41.44703,KILX,O7,86,335,90,100,2.25
20150713225953,-90.1199,41.4461,KMKX,C0,115,218,100,100,3
20150713230459,-90.32926,43.32641,KMKX,U0,81,286,90,100,2.5
20150713230459,-90.07112,41.43972,KMKX,C0,114,217,100,100,2.75
20150713231512,-90.23339,43.26216,KMKX,U0,76,284,90,100,2.25
20150713231824,-85.47048,36.8796,KOHX,U2,65,54,90,100,2.75
20150713232003,-85.47033,36.87106,KJKL,N9,112,248,100,100,3
20150713232018,-90.22343,43.21575,KMKX,U0,75,282,100,100,2.75
20150713232045,-90.21307,43.21883,KARX,Z1,56,130,100,100,2.75
20150713232152,-85.44669,36.8764,KLVX,T2,70,160,90,100,3.25
20150713232153,-90.23675,43.22012,KGRB,F1,120,231,90,100,2.25
20150713232203,-85.50542,36.86692,KMRX,Z4,110,293,100,100,3.25
20150713232255,-85.45701,36.86407,KOHX,U2,65,55,100,100,3.75
20150713232448,-85.47033,36.87106,KJKL,N9,112,248,100,100,3.75
20150713232523,-89.65835,43.52675,KMKX,W1,59,305,90,100,2.5
20150713232523,-90.18389,43.18857,KMKX,U0,73,281,100,100,3.75
20150713232525,-90.17851,43.19709,KARX,Z1,58,130,100,100,3.5
20150713232538,-85.48124,36.87306,KHTX,I2,120,14,90,100,3.5
20150713232636,-85.48613,36.86074,KMRX,Z4,109,293,100,100,3.25
20150713232713,-90.20546,43.19376,KGRB,F1,120,230,100,100,3
20150713232738,-85.46124,36.83917,KOHX,U2,64,56,90,100,2.5
20150713232933,-85.45394,36.84121,KJKL,N9,112,247,100,100,3
20150713232956,-100.54166,38.19121,KGLD,K0,89,142,90,100,3.5
20150713233008,-90.12671,43.16447,KARX,Z1,61,130,90,100,2.5
20150713233008,-89.60632,43.4812,KARX,D2,72,106,100,100,2.75
20150713233049,-90.14362,43.16246,KMKX,U0,71,280,100,100,3
20150713233049,-89.59486,43.47591,KMKX,W1,55,304,100,100,3.25
20150713233108,-85.48104,36.82524,KMRX,Z4,108,292,90,100,2.25
20150713233209,-85.46124,36.83917,KOHX,U2,64,56,90,100,2.75
20150713233225,-90.15676,43.17904,KGRB,F1,119,229,90,100,2.25
20150713233225,-89.60103,43.47751,KGRB,J1,89,227,90,100,2.5
20150713233319,-100.50261,38.19397,KGLD,K0,90,141,90,100,3.5
20150713233510,-90.09221,43.14271,KARX,Z1,63,130,90,100,2.25
20150713233510,-89.54069,43.46648,KARX,D2,75,106,90,100,2.5
20150713233535,-85.46163,36.81932,KMRX,Z4,107,292,90,100,2.25
20150713233614,-90.0801,43.13513,KMKX,U0,68,279,90,100,2.25
20150713233614,-89.54482,43.47042,KMKX,W1,53,305,90,100,2.5
20150713233614,-85.43691,36.8116,KJKL,N9,112,246,100,100,2.75
20150713233738,-89.51895,43.46489,KGRB,J1,87,225,90,100,2.25
20150713234041,-85.45568,36.80447,KJKL,N9,113,246,90,100,2.25
20150713234125,-85.43643,36.80768,KOHX,U2,64,58,90,100,2.25
20150713234326,-100.43661,38.17159,KGLD,K0,93,140,90,100,3.75
20150713234528,-91.34405,44.51422,KARX,S1,42,351,90,100,2.5
20150713234648,-100.40991,38.14572,KGLD,K0,95,140,100,100,4
20150713235011,-100.36931,38.15063,KGLD,K0,96,139,100,100,4
20150713235045,-91.27012,44.47044,KARX,S1,39,355,100,100,3
20150713235334,-100.35569,38.13788,KGLD,K0,97,139,90,100,3.75
20150713235648,-79.91466,35.55474,KRAX,P0,70,265,100,100,2.5
20150713235657,-100.34208,38.12512,KGLD,K0,98,139,100,100,4
20150713235748,-79.93039,35.56035,KCAE,I4,113,31,90,100,2.25
20150713235749,-89.309,43.36719,KMKX,W1,41,306,90,100,2.5
20150713235951,-79.93786,35.55851,KLTX,X6,120,322,100,100,3
20150714000019,-100.30077,38.13114,KGLD,K0,99,138,100,100,4
20150714000342,-100.28688,38.11856,KGLD,K0,100,138,90,100,3.5
20150714000704,-100.24516,38.12551,KGLD,K0,101,137,100,100,4
20150714000805,-85.43634,36.66486,KOHX,U2,60,65,90,100,2.5
20150714000921,-85.45298,36.65484,KJKL,N9,117,242,90,100,2.5
